Date,AUDUSD=X__NZDUSD=X,EURUSD=X__GBPUSD=X,CADUSD=X__CHFUSD=X
2015-08-04,0.6789563258691865,0.9218420693403379,0.4227442845478985
2015-08-05,0.6686857399093533,0.9242253685312004,0.4255978196267891
2015-08-06,0.6695287219254816,0.931599751387418,0.42322796256062184
2015-08-07,0.6682785363396313,0.917894423023281,0.4228065854892259
2015-08-10,0.6673952168586362,0.9179977953116556,0.43433052778033276
2015-08-11,0.6686336082417401,0.9259397614496279,0.4372534924942004
2015-08-12,0.6829033677090849,0.9257917912043973,0.4396707847073389
2015-08-13,0.6901643867536518,0.932864614378578,0.4466116677278434
2015-08-14,0.6833221358028332,0.9184408103028091,0.444150610271691
2015-08-17,0.6843940931440083,0.913168414701934,0.44459773752970305
2015-08-18,0.6803824217297704,0.9138055323424564,0.4446110354767821
2015-08-19,0.675609738405342,0.9019118807184276,0.44714387730425165
2015-08-20,0.6773592740401055,0.8984996802236797,0.43069101714770996
2015-08-21,0.6811089117212024,0.8979805710638181,0.43249018491034186
2015-08-24,0.6861073137067224,0.8721323803320328,0.39437690676718706
2015-08-25,0.6683961527756874,0.8945704217171707,0.36948730330178436
2015-08-26,0.664263676560005,0.8879522624787486,0.3718583077179725
2015-08-27,0.6650897647230837,0.895002357543179,0.35158158176227905
2015-08-28,0.6600609562095394,0.9085312320819672,0.3203028267718081
2015-08-31,0.6546195364996493,0.8934525685665035,0.31227807821493364
2015-09-01,0.6431260989254919,0.8836174920047557,0.30715070076145196
2015-09-02,0.6518025093025186,0.8828889469112124,0.30046594762600165
2015-09-03,0.6388225997865501,0.8370501678833294,0.2509200071023126
2015-09-04,0.6226855508902392,0.8178919090175769,0.2327988277866553
2015-09-07,0.6133684317173024,0.7916829868977493,0.21632932562902701
2015-09-08,0.6029566381558804,0.7845405771562931,0.21117028269190055
2015-09-09,0.6120304758222207,0.7852550792886137,0.20801001564082758
2015-09-10,0.6109236121639531,0.7789138676644982,0.20488070648032183
2015-09-11,0.6237083713566176,0.7792429873017577,0.2084264203305656
2015-09-14,0.6193083399713993,0.780181589984501,0.21100728338666622
2015-09-15,0.6190535316908282,0.7794191697114697,0.20726793948814543
2015-09-16,0.6158829056885593,0.7812707105445191,0.2052349939020844
2015-09-17,0.618828971414963,0.7564014205662997,0.20341710899898324
2015-09-18,0.6293381685103008,0.7653087142457715,0.19753447073382466
2015-09-21,0.6321127246737017,0.758713934752893,0.19122923570625694
2015-09-22,0.6346182685448006,0.759106554436928,0.19348873281755924
